Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,age,python,r studio,spark,excel,aws
Sr. Data Scientist - Application,CA$62k-CA$94k (Glassdoor Est.),"About Fusion Analytics


We believe in a future where analytics takes the lead role in steering organizations, and that Fusion is positioned as the leading consulting firm for this transformation. Founded in 2005, we are now 30 consultants and will be growing to 50 in the next 3 years. To make this happen we are looking for extremely smart people to join us. Our current client list is a who’s who of amazing companies, including Budweiser, Sobey's, Staples, IKEA, Walmart and Canadian Tire. We love what we do and know you will too.


What makes this role unique

You will become a master in data science, statistical modelling & analytics
Exposure to Canada’s largest and most successful companies
Opportunity for aggressive promotion as we build our team
Work with the smartest team of data scientists in the country
Contribution to company success is encouraged from day one
No politics and we work hard for everyone to succeed
Highly supportive work culture (learn more at
http://www.fusionanalytics.com/team.html
).
Team builders (e.g. BBQs, board game nights)
Equal opportunity employer


Examples of typical projects

Develop a complex analytical model to help a national home decor retailer optimize their business operation
Build an integrated media mix model for a $20 billion international retailer
Work with a major national retailer to develop a predictive model to measure, monitor and forecast key industry indicators


Requirements

A Masters or undergraduate degree with knowledge in data science (Mathematics, Statistics, Engineering, Finance, Science)
3+ years of professional experience related to data science, modelling and analytics
Strong technical skill in data modelling, machine / deep learning models (R, Python, Power Pivot, Power BI)
Strong sense of curiosity, with advanced critical thinking and analytical skills
Passionate about problem-solving and will rise to any challenge
Track record in doing excellent work in a high pressure and fast paced environment


Compensation

Competitive top-tier data scientist level salary
Health & dental benefits for spouse and dependents
Share options at the management level


Start Date

Flexible start dates through 2019 and 2020


Application Deadline

Ongoing


How to Apply

Apply with a PDF copy of your resume and undergraduate transcript.
Please name all files ((applicant name)) - ((document)) for example John Doe - Transcript.pdf.
Your resume should highlight your education, your overall GPA at each academic level, academic scholarships/awards, analytical experience (labeled as Analytical Experience), and other experience (labeled as Other Experience).
We define analytical experience in its broadest sense (working in a medical lab doing tests, software programming, robotic design, engineering projects, financial modeling, etc.).",4.8,"Fusion Analytics Inc.
4.8",Toronto,-1,1 to 50 Employees,2006,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,62,94,78.0,"Fusion Analytics Inc.
",Toronto,0,14,1,0,0,1,0
Senior Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"What is the opportunity?

As a Senior Data Scientist, you will analyze, design, and implement organization-wide AIOps solutions at RBC Technology Infrastructure (TI). Leveraging leading edge technologies and various data sets, you will build machine learning based products to facilitate informed decision-making and business process optimization.

What will you do?
Work on challenging and research-based initiatives using advanced machine learning methods focusing on tangible outcomes
Collaborate proactively with various business and operation units to identify business opportunities and designing innovative solutions to optimize processes and promote informed decision-making.
Prepare and integrate large and various types of data (structured/non-structured)
Implement machine learning models, data mining methods, and statistical analysis
Leverage visualization tools/packages to create powerful representations of results
Produce data-driven insights to help in informed decisions and actions by telling a convincing story
Effectively communicate findings to business partners and executives
Collaborate with the development team to deploy production-scale solutions
Quickly learn new methods, tools and technologies presented in research communities to implement and adapt them within the daily analytics exercises
What do you need to succeed?

Must-have
Masters or PhD. in Computer Science, Statistics, or relevant fields.
Expert in Python programming to write production-ready codes. Strong data profiling, cleaning, mining and technical documentation skills
2+ years of experience in building machine learning models
2+ years of experience with NLP and text analytics methods and packages
Experience with time-series analysis, forecasting, and anomaly detection
Experience with big data technologies – parallel processing techniques and Apache Spark, Hadoop ecosystem, NoSQL/SQL databases
Proficient in Linux environment, shell scripting, and Git
Nice-to-have
Software engineering background with a focus on statistics and/or analytics
Strong knowledge and experience of different deep neural networks architectures (RNN, CNN, GAN, seq2seq/Transformers) and transfer learning
Experience with MLOps to build end-to-end pipeline and deploying models
Familiar with container-type environment: Docker, Kubernetes, Openshift
What’s in it for you?
We thrive on the challenge to be our best, progressive thinking to keep growing, and working together to deliver trusted advice to help our clients thrive and communities prosper. We care about each other, reaching our potential, making a difference to our communities, and achieving success that is mutual.
A comprehensive Total Rewards Program including bonuses and flexible benefits, competitive compensation, commissions, and stock where applicable
Leaders who support your development through coaching and managing opportunities
Ability to make a difference and lasting impact
Work in a dynamic, collaborative, progressive, and high-performing team
A world-class training program in financial services
Flexible work/life balance options
Opportunities to do challenging work
Opportunities to take on progressively greater accountabilities
Opportunities to building close relationships with clients
Access to a variety of job opportunities across business and geographies
Learn more about RBC Tech Jobs

Join our Talent Community
Stay in-the-know about great career opportunities at RBC. Sign up and get customized info on our latest jobs, career tips and Recruitment events that matter to you.

Expand your limits and create a new future together at RBC. Find out how we use our passion and drive to enhance the well-being of our clients and communities at rbc.com/careers.

JOB SUMMARY
City: Toronto
Address: 330 Front Street W
Work Hours/Week: 37.5
Work Environment: Office
Employment Type: Permanent
Career Level: Experienced Hire/Professional
Pay Type: Salary + Variable Bonus
Required Travel(%): 0-25
Exempt/Non-Exempt: N/A
People Manager: No
Application Deadline: 08/31/2020
Platform: Technology and Operations
Req ID: 258308
Ad Code(s):",4.0,"Royal Bank of Canada
4.0",Toronto,-1,10000+ Employees,1869,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,62,94,78.0,"Royal Bank of Canada
",Toronto,0,151,1,0,1,0,0
Sr. Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"About Fusion Analytics

We believe in a future where analytics takes the lead role in steering organizations, and that Fusion is positioned as the leading consulting firm for this transformation. Founded in 2005, we are now 30 consultants and will be growing to 50 in the next 3 years. To make this happen we are looking for extremely smart people to join us. Our current client list is a who’s who of amazing companies, including Budweiser, Sobey's, Staples, IKEA, Walmart and Canadian Tire. We love what we do and know you will too.

What makes this role unique
You will become a master in data science, statistical modelling & analytics
Exposure to Canada’s largest and most successful companies
Opportunity for aggressive promotion as we build our team
Work with the smartest team of data scientists in the country
Contribution to company success is encouraged from day one
No politics and we work hard for everyone to succeed
Highly supportive work culture (learn more at http://www.fusionanalytics.com/team.html ).
Team builders (e.g. BBQs, board game nights)
Equal opportunity employer
Examples of typical projects
Develop a complex analytical model to help a national home decor retailer optimize their business operation
Build an integrated media mix model for a $20 billion international retailer
Work with a major national retailer to develop a predictive model to measure, monitor and forecast key industry indicators
Requirements
A Masters or undergraduate degree with knowledge in data science (Mathematics, Statistics, Engineering, Finance, Science)
3+ years of professional experience related to data science, modelling and analytics
Strong technical skill in data modelling, machine / deep learning models (R, Python, Power Pivot, Power BI)
Strong sense of curiosity, with advanced critical thinking and analytical skills
Passionate about problem-solving and will rise to any challenge
Track record in doing excellent work in a high pressure and fast paced environment
Compensation
Competitive top-tier data scientist level salary
Health & dental benefits for spouse and dependents
Share options at the management level
Start Date
Flexible start dates through 2019 and 2020
Application Deadline
Ongoing
How to Apply
Apply with a PDF copy of your resume and undergraduate transcript.
Please name all files ((applicant name)) - ((document)) for example John Doe - Transcript.pdf.
Your resume should highlight your education, your overall GPA at each academic level, academic scholarships/awards, analytical experience (labeled as Analytical Experience), and other experience (labeled as Other Experience).
We define analytical experience in its broadest sense (working in a medical lab doing tests, software programming, robotic design, engineering projects, financial modeling, etc.).",4.8,"Fusion Analytics Inc.
4.8",Toronto,-1,1 to 50 Employees,2006,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,0,0,62,94,78.0,"Fusion Analytics Inc.
",Toronto,0,14,1,0,0,1,0
Senior Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"ABOUT HOPPER

At Hopper, we’re on a mission to make booking travel faster, easier, and more transparent. We are leveraging the power that comes from combining massive amounts of data and machine learning to build the world’s fastest-growing travel app -- one that enables our customers to save money and travel more. With over $235M CAD in funding from leading investors in both Canada and the US, Hopper is primed to continue its path toward becoming the go-to way to book travel as the world continues its shift to mobile.

Recognized as the fastest-growing travel app by Forbes and one of the world’s most innovative companies by Fast Company two years in a row, Hopper has been downloaded over 40 million times and has helped travelers plan over 100 million trips and counting. The app has received high praise in the form of mobile accolades such as the Webby Award for Best Travel App of 2019, the Google Play Award for Standout Startup of 2016 and Apple’s App Store Best of 2015.

Take off with us!

THE ROLE

Hopper is looking for a data-savvy individual to join our team as a Data Scientist and lead data-centric product development and complex business intelligence projects within our core air travel business unit. Every day you would draw powerful insights from our real-time feed of billions of flight search results and archives of several trillion data points. To succeed at Hopper you need the talent, passion, and experience to thrive in a highly performing company.
IN THIS ROLE YOU WILL:
Frame and conduct complex exploratory analyses needed to deepen our understanding of Hopper users.
Partner with product, business and strategy teams to leverage this user understanding for product improvements and other initiatives
Use machine learning and big data tools on tremendously large and complex data sets to enhance our data-driven, personalized travel advice
Conduct research into various aspects of our business and employ statistical and modeling techniques when appropriate to make recommendations to non-technical stakeholders
Create advanced dashboards for product experiment tracking and business unit performance analysis using Amplitude and Tableau
Find effective ways to simplify and communicate analyses to a non-technical audience.
A PERFECT CANDIDATE HAS:
A degree in Math, Statistics, Computer Science, Engineering or other quantitative disciplines
Extremely strong analytical and problem-solving skills
Proven ability to communicate complex technical work to a non-technical audience
A strong passion for and extensive experience in conducting empirical research and answering hard questions with data
Experience with a data visualization tool (Tableau preferred) and project analysis tool such as Amplitude
Experience with relational databases and SQL, especially Hive
Experience working with extremely large data sets
Experience in Pandas, R, SAS or other tools appropriate for large scale data preparation and analysis
Experience with data mining, machine learning, statistical modeling tools and underlying algorithms
Proficiency with Unix/Linux environments
BENEFITS

• Well-funded and proven startup with large ambitions, competitive salary and stock options
• Dynamic and entrepreneurial team where pushing limits is everyday business
• 100% employer paid medical, dental, vision, disability and life insurance plans
• Access to a 401k (US) or Retirement Savings Plan (Canada)",3.3,"Hopper
3.3",Montreal,-1,501 to 1000 Employees,2007,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,-1,0,0,62,94,78.0,"Hopper
",Montreal,0,13,0,0,0,0,0
Senior Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"The Data Science team is responsible for improving business operations and user experiences. Billions of data points are recorded daily from our products. Our projects include content recommendation and surfacing engines, computer vision tasks, bidding systems, and credit card fraud detection among others. We seek a Data Scientist to help enhance our current projects and work on fascinating new projects. The ideal candidate should be experienced and interested in owning data-driven projects from the first stages of research to the later stages of development and deployment.

What you'll be doing:
Research: Discover solutions to uniquedata science challenges while satisfying business needs
Develop and Implement full solutions
Load and clean the data
Prepare and train the model
Deploy, monitor and maintain the solution
What you'll need to be successful:

Must Haves:
PhD in a quantitative STEM field with an important data analysis component OR Msc. in a quantitative STEM field with 3+ years of experience as a Data Scientist
Strong programming skills in Python and experience with Machine Learning tools (numpy, scipy,scikit-learn, pandas, pytorch/ tensorflow, ...)
Strong knowledge of data science algorithms and their limitations (execution speed, memory considerations, etc)
Experience dealing with very large datasets
Familiarity with database environments (including distributed big data solutions) and functional SQL knowledge
Experience with UNIX/Linux environments
Ability to communicate clearly to non-experts
Nice to Haves:
Understanding and/or familiarity with non-interpreted (compiled) programming languages
Experience with cloud providers (AWS, GCE, Azure)
Data science side projects or Kaggle competitions
As an equal opportunity employer, we celebrate diversity and are committed to creating an inclusive environment for all employees",3.3,"MindGeek Holding SARL
3.3",Montreal,-1,1001 to 5000 Employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,62,94,78.0,"MindGeek Holding SARL
",Montreal,0,16,1,0,0,0,1
"Data Analyst, Business Operations",CA$62k-CA$94k (Glassdoor Est.),"About Brookfield

Brookfield Asset Management Inc. is a global alternative asset manager with over $500 billion in assets under management. We have more than 120 years experience of owning and operating assets with a focus on property, renewable energy, infrastructure and private equity. Our assets are held through a growing portfolio of private funds and public, listed entities. Brookfield is publicly listed on the NYSE, TSX and Euronext.

The Brookfield Private Equity Group (BPEG) operates and manages approximately $30 billion of assets through its listed entity (Brookfield Business Partners (BBU)) and private investment vehicles (Brookfield Capital Partners series of private funds). Our businesses operate within a number of industries including commercial and residential real estate services, road fuel distribution and marketing, construction services, energy exploration and production, oilfield and marine services, industrial manufacturing, metals and mining, water and wastewater services. Our operations are global, located in North and South America, Europe, Asia and Australia.

Role Summary

Reporting to the MD Business Operations, the Data Analyst, Business Operations is an active member of the Business Operations team, responsible for compiling and analyzing data to extract insights related to companies the broader team is evaluating for potential investments and provide support in identifying value creation opportunities at our existing portfolio businesses. The insights will be used to identify strategies related to revenue growth, cost optimization and capital decisions, etc. A combination of business understanding, technical skills and critical thinking will be required to extract actionable insights that can be used during investment due diligence and portfolio management.

This position represents an opportunity to play a key role in a growing Business Operations team with a focus on analysis, problem solving and opportunity ideations.

Critical to the success of this position is the ability to see an organization holistically while managing multiple, concurrent projects, and working collaboratively across the Business Operations team.

Primary Responsibilities

Support the due diligence process:
Works closely with end users (due diligence team) to mine, clean, massage and manipulate data from flat files, company databases and 3rd party sources to create analytics, develop insights and help identify opportunities and recommendations for key stakeholders
Develops and maintains data visualizations in various formats such as dashboards, reports, and presentations
Responds promptly and fully to requests related to ad hoc analyses, reports, and other management information services on a consultative basis
Develops business processes and systems for improvements in accuracy, efficacy, and efficiency
Assists with streamlining and automating processes, where applicable
Ensures compliance with all data management policy and procedure
Effectively manages projects and associated competing priorities, deliverables, and timelines
2. Support the Portfolio Management:
Mines, cleans, and manipulates data from monthly and quarterly internal update reports to BAM PE management from each business, creating analytics of actual results against annual and long-term business plans to identify improvement opportunities
Translates business requirements into data analytics requirements
Works closely with end users to determine requirements for data, reports, analysis, metadata, training, service levels, data quality and performance
Develops and maintains data visualizations in various formats such as dashboards, reports, and presentations
Performs descriptive statistics and analysis to develop insights and help solve business problems
Provides analysis, strategies, and recommendations for key stakeholders
Collaborates with cross-functional teams for improvements in accuracy, efficacy, and efficiency
Works with business operations leaders to collect information, analyze and prepare materials in support of the development and execution of exit strategies for each portfolio company either in the capital markets or through merger or sale transactions with strategic industry companies to realize optimum returns.
Candidate Profile

A professional, positive attitude and capable of contributing to a dynamic and team-oriented culture, the individual is financially astute, detail focused and demonstrates good business judgment. Self-motivated with a proven ability to perform in complex situations, cope with multiple and changing priorities and meet deadlines. Direct and insightful in approach, s/he possesses clear communication and interpersonal skills to quickly gain the respect and support from the Business Operations team.
Post-secondary degree in science, technology, engineering, math, economics, business, statistics or an equivalent field with a focus on business intelligence & analytics
Minimum of 3-5 years experience in data analytics/business intelligence
Advanced ability to use MSFT office tools, VBA knowledge and experience is helpful
Strong ability and hands on knowledge of writing SQL, as well as SQL query optimization experience
Strong ability in tabular reporting tools such as SSRS, Cognos, etc.
Strong technical and design skills with a BI dashboard tool: PowerBI preferred but Tableau and Cognos experience also applicable
Working knowledge of using SQL Server (SSIS, SSMS, SSRS, SSAS etc.) and/or Azure tools
Knowledge of statistical concepts in support of analysis and reporting.
Experience using statistical computer languages (Python, R, etc.) to manipulate data and draw insights from large data sets
Experience analyzing data from 3rd party providers a plus: Google Analytics, Facebook Insights, Core metrics, AdWords, Crimson Hexagon, etc.
A curious analytical mind, strong attention to detail and quick learner
Comfort with ambiguity, strong problem-solving skills and intellectual curiosity to find hidden patterns in datasets
Structured thinker with the ability to rapidly drive to insights and implications
Our Culture

To be successful within the Brookfield organization, the individual must be committed to collaboration and teamwork. S/he shows personal initiative and strong work ethic at every turn and would be described by others as humble and low ego. This individual puts the needs of the organization, its people, and its investors ahead of his/her own and is driven by the opportunity to work with others to create long-term value.

At Brookfield, we care about your privacy and strive to protect Applicant Data throughout the recruitment process. To that end, information that we gather from applicants via job postings, is used solely for the purposes of recruiting and hiring. For more details, we encourage applicants to read Brookfield's Applicant Data Protection and Privacy Notice, found on our website:

https://www.brookfield.com/applicant-data-protection-and-privacy-notice

Powered by JazzHR",3.8,"Brookfield Asset Management Inc.
3.8",Toronto,-1,10000+ Employees,1899,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1,0,0,62,94,78.0,"Brookfield Asset Management Inc.
",Toronto,0,121,1,0,0,0,0
Senior Marketing Data Scientist II,CA$62k-CA$94k (Glassdoor Est.),"At Vanguard, our mission is to help investors meet their financial goals, and that starts with providing the analytical insights they need. The strategic use of data is meaningful to helping our business develop new capabilities and solutions. As a Marketing Data Scientist at our Center for Analytics & Insights (CAI), you’ll com bine analytical and innovative ways to develop advanced marketing analytics solutions to help our Marketing organizations address complex marketing problems and drive effective decision making. We have a rich array of data available to us and wealth of challenges to offer you. Make it count.

Requirements


In This Role You Will:
Lead meaningful marketing science projects that provide deep insights into marketing needs and performance, and ultimately, drive better marketing return on investment and business outcomes. Applies significant quality control and risk assessment of the model, methodologies, outputs and processes.
Identify ways of demonstrating data to address marketing challenges and opportunities. Translate requirements into an analytics approach, and through sophisticated analysis, formulate insights that improve the way we do marketing
Demonstrate subject matter expertise and develop core Marketing ML solutions such as Marketing mix models, Multi-touch attribution algorithms, Next best action solutions, Channel optimization, etc.to guide business partners and leaders in marketing planning and execution
Drive innovative marketing models and applications through continuously improve and grow CAI Marketing ML capabilities to better support marketing core goals and metrics
Impact


Reimagine the investment experience

Your real passion for data, along with your ability to communicate complex ideas through storytelling and visualization, will supply to the development of new ways of doing business. You’ll collaborate with a robust, cross-disciplinary team including advanced data analysts, data engineers, consultants, and market researchers—all backed by Vanguard’s sophisticated modeling and data management tools. If you’re driven to lead projects that uncover innovative ways of investing, you could launch a multifaceted career, helping to serve over twenty million clients, worldwide and transforming the way our industry operates. Invest your skills for the benefit of our clients, and we’ll invest in your future.

Qualifications


What it Takes:
Graduate degree (ideally a PhD) in a quantitative/analytical field such as Data Science, Machine Learning, Mathematics, Statistics, Economics, Computer Science, Engineering, Operations Research, Physics or other relevant scientific field
A minimum of five years of relevant professional experience in dynamic analytical roles, combinational of machine learning, data sciences and marketing analytics
Deep understanding and experience of building models using Deep Learning, Machine Learning and Simulation methods
Experienced in developing and deploying marketing mix-models, multi-channel attribution algorithms and marketing measurement & optimization solutions
Strong proficiency in Python, R, Spark (Scala, PySpark) and data visualization tools such as D3.js
Maintains flexibility in meeting deadlines and expectations in the face of shifting priorities
About Vanguard

We are Vanguard. Together, we’re changing the way the world invests.

For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.

We want to make success accessible to everyone. This is our opportunity. Let’s make it count.

Inclusion Statement

Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”

We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.

When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.

Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success.",3.3,"The Vanguard Group
3.3",Toronto,-1,10000+ Employees,1975,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,0,62,94,78.0,"The Vanguard Group
",Toronto,0,45,1,0,1,0,0
Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"Role:
This is a 3-6 month full-time data scientist contract position with potential to become permanent position based on the performance.
Reporting to the Project Manager, focusing on exploratory data analysis and A / B testing for a live beauty product recommendations engine.
You'll explore the rich behavior data collected as people shop using our recommendations and the results from our A / B tests.
You'll work closely with our technical and product teams to come up with questions and hypotheses about what's working or could be improved, you'll help design and interpret future A / B tests, and so you'll help guide our product roadmap for improving the algorithm.
Requirements:
You have expertise in exploratory data analysis and visualization (eg with SQL, Python / Pandas, R, or similar).
You love using data to answer high-level questions about how people use a product.
MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or other quantitative disciplines
You have 2+ years of experience.
You're self-sufficient but work well in a team.
It would be a bonus if:
You have experience with MongoDB, A / B testing.
· You have experience in e-commerce.
· You have experience with recommendations algorithms.
· You are interested in beauty products.
You can communicate technical ideas, analyzes and results clearly.
You have worked in a startup or to deadlines.
Benefits:
· Work remotely from any location with flexible hours.
· Opportunity to grow with the company and be offered a permanent role.
Work in one of the hottest BeautyTech startups, getting hands-on experience and learning more about the beauty industry.
· Really make an impact instead of making coffees and photocopies - see your ideas come to life without layers of hierarchy.
· A very friendly atmosphere.
Application

We are proud to be an equal opportunities employer, and embrace diversity and flexibility in our work culture. This is intended as a remote role with flexible hours.

If this sounds like you, please send us your CV and a cover letter answering the following:

1. How soon can you join?

2. Do you have a MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or another quantitative disciplines?

3. What is your monthly salary expectation?

4. How many years of Python or R experience you have?

5. Do you have an e-commerce recommender system experience?

6. How many years of experience do you have?

Durée du contrat : 3-6 mois

Job Types: Full-time, Contract

Salary: $64,136.00-$140,055.00 per year

Schedule:
Monday to Friday
Experience:
e-commerce: 1 year (Required)
total work: 2 years (Required)
Work remotely:
Yes",-1.0,Beauty Matching Engine,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,0,0,62,94,78.0,Beauty Matching Engine,Toronto,0,-1,1,0,0,0,0
Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"Role:
This is a 3-6 month full-time data scientist contract position with potential to become permanent position based on the performance.
Reporting to the Project Manager, focusing on exploratory data analysis and A / B testing for a live beauty product recommendations engine.
You'll explore the rich behavior data collected as people shop using our recommendations and the results from our A / B tests.
You'll work closely with our technical and product teams to come up with questions and hypotheses about what's working or could be improved, you'll help design and interpret future A / B tests, and so you'll help guide our product roadmap for improving the algorithm.
Requirements:
You have expertise in exploratory data analysis and visualization (eg with SQL, Python / Pandas, R, or similar).
You love using data to answer high-level questions about how people use a product.
MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or other quantitative disciplines
You have 2+ years of experience.
You're self-sufficient but work well in a team.
It would be a bonus if:
You have experience with MongoDB, A / B testing.
· You have experience in e-commerce.
· You have experience with recommendations algorithms.
· You are interested in beauty products.
You can communicate technical ideas, analyzes and results clearly.
You have worked in a startup or to deadlines.
Benefits:
· Work remotely from any location with flexible hours.
· Opportunity to grow with the company and be offered a permanent role.
Work in one of the hottest BeautyTech startups, getting hands-on experience and learning more about the beauty industry.
· Really make an impact instead of making coffees and photocopies - see your ideas come to life without layers of hierarchy.
· A very friendly atmosphere.
Application

We are proud to be an equal opportunities employer, and embrace diversity and flexibility in our work culture. This is intended as a remote role with flexible hours.

If this sounds like you, please send us your CV and a cover letter answering the following:

1. How soon can you join?

2. Do you have a MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or another quantitative disciplines?

3. What is your monthly salary expectation?

4. How many years of Python or R experience you have?

5. Do you have an e-commerce recommender system experience?

6. How many years of experience do you have?

Durée du contrat : 3-6 mois

Job Types: Full-time, Contract

Salary: $64,136.00-$140,055.00 per year

Schedule:
Monday to Friday
Experience:
e-commerce: 1 year (Required)
total work: 2 years (Required)
Work remotely:
Yes",-1.0,Beauty Matching Engine,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,0,0,62,94,78.0,Beauty Matching Engine,Toronto,0,-1,1,0,0,0,0
Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"Role:
This is a 3-6 month full-time data scientist contract position with potential to become permanent position based on the performance.
Reporting to the Project Manager, focusing on exploratory data analysis and A / B testing for a live beauty product recommendations engine.
You'll explore the rich behavior data collected as people shop using our recommendations and the results from our A / B tests.
You'll work closely with our technical and product teams to come up with questions and hypotheses about what's working or could be improved, you'll help design and interpret future A / B tests, and so you'll help guide our product roadmap for improving the algorithm.
Requirements:
You have expertise in exploratory data analysis and visualization (eg with SQL, Python / Pandas, R, or similar).
You love using data to answer high-level questions about how people use a product.
MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or other quantitative disciplines
You have 2+ years of experience.
You're self-sufficient but work well in a team.
It would be a bonus if:
You have experience with MongoDB, A / B testing.
· You have experience in e-commerce.
· You have experience with recommendations algorithms.
· You are interested in beauty products.
You can communicate technical ideas, analyzes and results clearly.
You have worked in a startup or to deadlines.
Benefits:
· Work remotely from any location with flexible hours.
· Opportunity to grow with the company and be offered a permanent role.
Work in one of the hottest BeautyTech startups, getting hands-on experience and learning more about the beauty industry.
· Really make an impact instead of making coffees and photocopies - see your ideas come to life without layers of hierarchy.
· A very friendly atmosphere.
Application

We are proud to be an equal opportunities employer, and embrace diversity and flexibility in our work culture. This is intended as a remote role with flexible hours.

If this sounds like you, please send us your CV and a cover letter answering the following:

1. How soon can you join?

2. Do you have a MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or another quantitative disciplines?

3. What is your monthly salary expectation?

4. How many years of Python or R experience you have?

5. Do you have an e-commerce recommender system experience?

6. How many years of experience do you have?

Durée du contrat : 3-6 mois

Job Types: Full-time, Contract

Salary: $64,136.00-$140,055.00 per year

Schedule:
Monday to Friday
Experience:
e-commerce: 1 year (Required)
total work: 2 years (Required)
Work remotely:
Yes",-1.0,Beauty Matching Engine,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,0,0,62,94,78.0,Beauty Matching Engine,Toronto,0,-1,1,0,0,0,0
Data Scientist,CA$62k-CA$94k (Glassdoor Est.),"Role:
This is a 3-6 month full-time data scientist contract position with potential to become permanent position based on the performance.
Reporting to the Project Manager, focusing on exploratory data analysis and A / B testing for a live beauty product recommendations engine.
You'll explore the rich behavior data collected as people shop using our recommendations and the results from our A / B tests.
You'll work closely with our technical and product teams to come up with questions and hypotheses about what's working or could be improved, you'll help design and interpret future A / B tests, and so you'll help guide our product roadmap for improving the algorithm.
Requirements:
You have expertise in exploratory data analysis and visualization (eg with SQL, Python / Pandas, R, or similar).
You love using data to answer high-level questions about how people use a product.
MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or other quantitative disciplines
You have 2+ years of experience.
You're self-sufficient but work well in a team.
It would be a bonus if:
You have experience with MongoDB, A / B testing.
· You have experience in e-commerce.
· You have experience with recommendations algorithms.
· You are interested in beauty products.
You can communicate technical ideas, analyzes and results clearly.
You have worked in a startup or to deadlines.
Benefits:
· Work remotely from any location with flexible hours.
· Opportunity to grow with the company and be offered a permanent role.
Work in one of the hottest BeautyTech startups, getting hands-on experience and learning more about the beauty industry.
· Really make an impact instead of making coffees and photocopies - see your ideas come to life without layers of hierarchy.
· A very friendly atmosphere.
Application

We are proud to be an equal opportunities employer, and embrace diversity and flexibility in our work culture. This is intended as a remote role with flexible hours.

If this sounds like you, please send us your CV and a cover letter answering the following:

1. How soon can you join?

2. Do you have a MS or PhD in computer science, data mining, machine learning, statistics, math, engineering, operations research, or another quantitative disciplines?

3. What is your monthly salary expectation?

4. How many years of Python or R experience you have?

5. Do you have an e-commerce recommender system experience?

6. How many years of experience do you have?

Durée du contrat : 3-6 mois

Job Types: Full-time, Contract

Salary: $64,136.00-$140,055.00 per year

Schedule:
Monday to Friday
Experience:
e-commerce: 1 year (Required)
total work: 2 years (Required)
Work remotely:
Yes",-1.0,Beauty Matching Engine,Toronto,-1,-1,-1,-1,-1,-1,-1,-1,0,0,62,94,78.0,Beauty Matching Engine,Toronto,0,-1,1,0,0,0,0
